Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month,Region
191362.0,Lightning Charging Cable,1.0,14.95,2019-04-22 16:59:00,"804 4th St, Los Angeles, CA 90001",April,CA
182245.0,USB-C Charging Cable,1.0,11.95,2019-04-12 02:29:00,"765 Jefferson St, San Francisco, CA 94016",April,CA
178130.0,Bose SoundSport Headphones,1.0,99.99,2019-04-23 05:25:00,"204 Johnson St, San Francisco, CA 94016",April,CA
186923.0,Apple Airpods Headphones,1.0,150.0,2019-04-20 16:52:00,"180 Maple St, Los Angeles, CA 90001",April,CA
179374.0,Wired Headphones,1.0,11.99,2019-04-17 18:51:00,"837 Main St, San Francisco, CA 94016",April,CA
190593.0,Macbook Pro Laptop,1.0,1700.0,2019-04-16 07:40:00,"129 Elm St, Atlanta, GA 30301",April,GA
189223.0,AAA Batteries (4-pack),1.0,2.99,2019-04-12 18:49:00,"783 Pine St, San Francisco, CA 94016",April,CA
177157.0,AA Batteries (4-pack),1.0,3.84,2019-04-14 10:52:00,"518 Madison St, San Francisco, CA 94016",April,CA
179063.0,AAA Batteries (4-pack),2.0,2.99,2019-04-05 19:46:00,"216 Cherry St, San Francisco, CA 94016",April,CA
182987.0,iPhone,1.0,700.0,2019-04-25 07:00:00,"678 Cherry St, Los Angeles, CA 90001",April,CA
179045.0,Bose SoundSport Headphones,1.0,99.99,2019-04-23 21:06:00,"884 Center St, Dallas, TX 75001",April,TX
179753.0,Macbook Pro Laptop,1.0,1700.0,2019-04-04 09:49:00,"25 Walnut St, San Francisco, CA 94016",April,CA
186082.0,USB-C Charging Cable,1.0,11.95,2019-04-02 08:31:00,"997 12th St, Boston, MA 02215",April,MA
192129.0,AAA Batteries (4-pack),2.0,2.99,2019-04-10 20:06:00,"856 Walnut St, Boston, MA 02215",April,MA
184515.0,USB-C Charging Cable,1.0,11.95,2019-04-23 17:18:00,"846 Forest St, Boston, MA 02215",April,MA
193595.0,Lightning Charging Cable,2.0,14.95,2019-04-18 23:17:00,"368 Elm St, Dallas, TX 75001",April,TX
193789.0,Google Phone,1.0,600.0,2019-04-21 22:22:00,"608 Chestnut St, Seattle, WA 98101",April,WA
193404.0,AA Batteries (4-pack),1.0,3.84,2019-04-19 09:00:00,"213 West St, San Francisco, CA 94016",April,CA
185714.0,LG Dryer,1.0,600.0,2019-04-05 19:20:00,"413 Maple St, Boston, MA 02215",April,MA
183200.0,AAA Batteries (4-pack),1.0,2.99,2019-04-18 20:44:00,"849 14th St, Boston, MA 02215",April,MA
188448.0,27in FHD Monitor,1.0,149.99,2019-04-05 04:50:00,"154 Highland St, New York City, NY 10001",April,NY
178982.0,Wired Headphones,1.0,11.99,2019-04-10 13:18:00,"80 Maple St, Austin, TX 73301",April,TX
177102.0,iPhone,1.0,700.0,2019-04-24 05:19:00,"542 Center St, New York City, NY 10001",April,NY
183532.0,AAA Batteries (4-pack),2.0,2.99,2019-04-13 16:17:00,"937 4th St, New York City, NY 10001",April,NY
182752.0,27in FHD Monitor,1.0,149.99,2019-04-21 14:33:00,"723 West St, Boston, MA 02215",April,MA
188844.0,27in 4K Gaming Monitor,1.0,389.99,2019-04-14 23:06:00,"34 South St, Los Angeles, CA 90001",April,CA
178316.0,Wired Headphones,1.0,11.99,2019-04-23 23:23:00,"775 5th St, Los Angeles, CA 90001",April,CA
192420.0,Apple Airpods Headphones,1.0,150.0,2019-04-04 01:48:00,"670 Chestnut St, New York City, NY 10001",April,NY
191490.0,Apple Airpods Headphones,1.0,150.0,2019-04-05 12:52:00,"997 Willow St, Los Angeles, CA 90001",April,CA
190976.0,AAA Batteries (4-pack),1.0,2.99,2019-04-13 18:13:00,"471 West St, Boston, MA 02215",April,MA
178607.0,Lightning Charging Cable,1.0,14.95,2019-04-03 20:15:00,"88 Elm St, San Francisco, CA 94016",April,CA
184189.0,Google Phone,1.0,600.0,2019-04-10 18:44:00,"158 1st St, Atlanta, GA 30301",April,GA
190911.0,27in 4K Gaming Monitor,1.0,389.99,2019-04-05 12:28:00,"900 Church St, San Francisco, CA 94016",April,CA
184849.0,AAA Batteries (4-pack),1.0,2.99,2019-04-21 13:00:00,"87 10th St, San Francisco, CA 94016",April,CA
185528.0,AAA Batteries (4-pack),1.0,2.99,2019-04-21 14:44:00,"96 10th St, Portland, ME 04101",April,ME
184840.0,AA Batteries (4-pack),1.0,3.84,2019-04-11 17:11:00,"542 Jackson St, San Francisco, CA 94016",April,CA
181381.0,Macbook Pro Laptop,1.0,1700.0,2019-04-15 20:19:00,"332 Walnut St, Dallas, TX 75001",April,TX
192343.0,USB-C Charging Cable,1.0,11.95,2019-04-25 01:33:00,"559 Maple St, Dallas, TX 75001",April,TX
177532.0,AA Batteries (4-pack),2.0,3.84,2019-04-12 11:56:00,"959 Lakeview St, Dallas, TX 75001",April,TX
178064.0,27in 4K Gaming Monitor,1.0,389.99,2019-04-20 22:49:00,"199 8th St, Seattle, WA 98101",April,WA
183957.0,Vareebadd Phone,1.0,400.0,2019-04-06 15:32:00,"9 Cedar St, Atlanta, GA 30301",April,GA
189808.0,20in Monitor,1.0,109.99,2019-04-11 21:41:00,"232 Elm St, New York City, NY 10001",April,NY
193282.0,iPhone,1.0,700.0,2019-04-21 08:15:00,"761 Church St, Los Angeles, CA 90001",April,CA
177479.0,ThinkPad Laptop,1.0,999.99,2019-04-27 10:39:00,"941 Jefferson St, Boston, MA 02215",April,MA
185973.0,iPhone,1.0,700.0,2019-04-12 17:24:00,"967 13th St, Los Angeles, CA 90001",April,CA
178737.0,AAA Batteries (4-pack),1.0,2.99,2019-04-08 08:48:00,"317 Hill St, Los Angeles, CA 90001",April,CA
177853.0,AAA Batteries (4-pack),1.0,2.99,2019-04-10 21:53:00,"514 Highland St, New York City, NY 10001",April,NY
188371.0,AAA Batteries (4-pack),1.0,2.99,2019-04-21 13:45:00,"885 6th St, Dallas, TX 75001",April,TX
177845.0,Lightning Charging Cable,1.0,14.95,2019-04-22 13:21:00,"641 Meadow St, San Francisco, CA 94016",April,CA
180633.0,Google Phone,1.0,600.0,2019-04-25 22:49:00,"602 Hickory St, Seattle, WA 98101",April,WA
188513.0,Apple Airpods Headphones,1.0,150.0,2019-04-28 07:46:00,"957 Adams St, New York City, NY 10001",April,NY
187220.0,AA Batteries (4-pack),1.0,3.84,2019-04-07 22:57:00,"222 13th St, San Francisco, CA 94016",April,CA
193196.0,27in FHD Monitor,1.0,149.99,2019-04-10 21:20:00,"400 Lincoln St, Los Angeles, CA 90001",April,CA
180440.0,Wired Headphones,1.0,11.99,2019-04-06 10:29:00,"647 1st St, New York City, NY 10001",April,NY
180558.0,Vareebadd Phone,1.0,400.0,2019-04-03 12:31:00,"386 Hickory St, Los Angeles, CA 90001",April,CA
177946.0,Lightning Charging Cable,1.0,14.95,2019-04-11 18:28:00,"252 Maple St, San Francisco, CA 94016",April,CA
182244.0,34in Ultrawide Monitor,1.0,379.99,2019-04-24 23:50:00,"718 South St, Atlanta, GA 30301",April,GA
184291.0,Wired Headphones,1.0,11.99,2019-04-20 10:47:00,"554 Cherry St, Los Angeles, CA 90001",April,CA
188949.0,Lightning Charging Cable,1.0,14.95,2019-04-11 08:13:00,"584 Church St, New York City, NY 10001",April,NY
192598.0,Wired Headphones,1.0,11.99,2019-04-08 20:08:00,"11 8th St, Portland, OR 97035",April,OR
176895.0,Apple Airpods Headphones,1.0,150.0,2019-04-24 08:44:00,"286 6th St, Boston, MA 02215",April,MA
177923.0,AA Batteries (4-pack),1.0,3.84,2019-04-04 17:43:00,"947 Pine St, San Francisco, CA 94016",April,CA
189550.0,AAA Batteries (4-pack),1.0,2.99,2019-04-12 01:54:00,"545 Walnut St, San Francisco, CA 94016",April,CA
188841.0,Google Phone,1.0,600.0,2019-04-19 09:10:00,"577 10th St, Los Angeles, CA 90001",April,CA
178998.0,20in Monitor,1.0,109.99,2019-04-11 15:27:00,"4 8th St, New York City, NY 10001",April,NY
181023.0,Flatscreen TV,1.0,300.0,2019-04-15 10:00:00,"601 Hill St, Los Angeles, CA 90001",April,CA
186465.0,AA Batteries (4-pack),1.0,3.84,2019-04-18 12:09:00,"655 2nd St, Portland, OR 97035",April,OR
192097.0,USB-C Charging Cable,1.0,11.95,2019-04-29 20:16:00,"187 Center St, Boston, MA 02215",April,MA
179493.0,Apple Airpods Headphones,1.0,150.0,2019-04-12 17:44:00,"972 Ridge St, New York City, NY 10001",April,NY
182138.0,AA Batteries (4-pack),2.0,3.84,2019-04-16 10:12:00,"279 Maple St, Boston, MA 02215",April,MA
181768.0,Macbook Pro Laptop,1.0,1700.0,2019-04-15 22:16:00,"450 Ridge St, San Francisco, CA 94016",April,CA
187406.0,Wired Headphones,2.0,11.99,2019-04-16 16:22:00,"504 Walnut St, Boston, MA 02215",April,MA
179316.0,Wired Headphones,1.0,11.99,2019-04-08 18:21:00,"129 2nd St, New York City, NY 10001",April,NY
181914.0,USB-C Charging Cable,1.0,11.95,2019-04-16 10:25:00,"14 Maple St, Seattle, WA 98101",April,WA
186285.0,iPhone,1.0,700.0,2019-04-29 14:58:00,"500 Chestnut St, San Francisco, CA 94016",April,CA
182189.0,Lightning Charging Cable,1.0,14.95,2019-04-16 01:56:00,"425 Dogwood St, Seattle, WA 98101",April,WA
183352.0,Wired Headphones,1.0,11.99,2019-04-11 20:38:00,"635 Main St, New York City, NY 10001",April,NY
189019.0,Lightning Charging Cable,1.0,14.95,2019-04-28 13:46:00,"327 12th St, Boston, MA 02215",April,MA
184157.0,Bose SoundSport Headphones,1.0,99.99,2019-04-16 13:42:00,"599 Maple St, San Francisco, CA 94016",April,CA
193686.0,USB-C Charging Cable,1.0,11.95,2019-04-06 16:21:00,"372 West St, Los Angeles, CA 90001",April,CA
177688.0,Flatscreen TV,1.0,300.0,2019-04-24 19:18:00,"618 North St, Boston, MA 02215",April,MA
179729.0,Google Phone,1.0,600.0,2019-04-15 03:52:00,"163 Cherry St, Atlanta, GA 30301",April,GA
186951.0,Wired Headphones,1.0,11.99,2019-04-30 22:36:00,"618 5th St, Los Angeles, CA 90001",April,CA
188098.0,iPhone,1.0,700.0,2019-04-19 20:49:00,"419 Main St, Dallas, TX 75001",April,TX
182854.0,iPhone,1.0,700.0,2019-04-17 13:48:00,"10 4th St, Los Angeles, CA 90001",April,CA
189052.0,Wired Headphones,1.0,11.99,2019-04-06 14:29:00,"720 Willow St, New York City, NY 10001",April,NY
176798.0,iPhone,1.0,700.0,2019-04-06 10:31:00,"445 Jefferson St, Atlanta, GA 30301",April,GA
183157.0,AA Batteries (4-pack),1.0,3.84,2019-04-02 06:35:00,"91 14th St, Boston, MA 02215",April,MA
185547.0,Bose SoundSport Headphones,1.0,99.99,2019-04-09 12:24:00,"410 Madison St, New York City, NY 10001",April,NY
187206.0,Lightning Charging Cable,1.0,14.95,2019-04-12 11:51:00,"757 Main St, Seattle, WA 98101",April,WA
193064.0,20in Monitor,1.0,109.99,2019-04-01 17:46:00,"735 6th St, Portland, OR 97035",April,OR
178091.0,AA Batteries (4-pack),1.0,3.84,2019-04-12 17:51:00,"991 Center St, Los Angeles, CA 90001",April,CA
189278.0,AAA Batteries (4-pack),3.0,2.99,2019-04-22 10:26:00,"374 11th St, San Francisco, CA 94016",April,CA
185189.0,Bose SoundSport Headphones,1.0,99.99,2019-04-28 14:47:00,"783 Washington St, Los Angeles, CA 90001",April,CA
192751.0,ThinkPad Laptop,1.0,999.99,2019-04-11 12:44:00,"435 Pine St, Los Angeles, CA 90001",April,CA
188548.0,LG Washing Machine,1.0,600.0,2019-04-22 14:29:00,"704 Jefferson St, Los Angeles, CA 90001",April,CA
178072.0,Apple Airpods Headphones,1.0,150.0,2019-04-26 20:28:00,"128 12th St, New York City, NY 10001",April,NY
178248.0,Wired Headphones,1.0,11.99,2019-04-15 16:14:00,"406 Walnut St, New York City, NY 10001",April,NY
190999.0,ThinkPad Laptop,1.0,999.99,2019-04-07 14:34:00,"176 10th St, San Francisco, CA 94016",April,CA
180248.0,AA Batteries (4-pack),1.0,3.84,2019-04-18 20:33:00,"262 South St, Atlanta, GA 30301",April,GA
194054.0,iPhone,1.0,700.0,2019-04-21 20:18:00,"533 14th St, Los Angeles, CA 90001",April,CA
187777.0,27in FHD Monitor,1.0,149.99,2019-04-11 14:06:00,"283 Cedar St, Atlanta, GA 30301",April,GA
181899.0,AAA Batteries (4-pack),1.0,2.99,2019-04-07 22:12:00,"19 Lake St, New York City, NY 10001",April,NY
193357.0,USB-C Charging Cable,1.0,11.95,2019-04-22 12:53:00,"700 11th St, Portland, OR 97035",April,OR
186593.0,Google Phone,1.0,600.0,2019-04-11 08:44:00,"970 River St, San Francisco, CA 94016",April,CA
181533.0,Lightning Charging Cable,1.0,14.95,2019-04-14 12:15:00,"470 Pine St, New York City, NY 10001",April,NY
179138.0,Bose SoundSport Headphones,1.0,99.99,2019-04-12 19:44:00,"482 Spruce St, Los Angeles, CA 90001",April,CA
190496.0,Apple Airpods Headphones,1.0,150.0,2019-04-22 00:04:00,"83 8th St, Portland, OR 97035",April,OR
188070.0,34in Ultrawide Monitor,1.0,379.99,2019-04-18 11:50:00,"998 Madison St, San Francisco, CA 94016",April,CA
186960.0,Bose SoundSport Headphones,1.0,99.99,2019-04-19 18:59:00,"952 11th St, Los Angeles, CA 90001",April,CA
179381.0,Lightning Charging Cable,1.0,14.95,2019-04-29 16:22:00,"542 7th St, Portland, OR 97035",April,OR
190692.0,Apple Airpods Headphones,1.0,150.0,2019-04-17 12:23:00,"126 Spruce St, Boston, MA 02215",April,MA
182266.0,USB-C Charging Cable,1.0,11.95,2019-04-07 08:51:00,"472 Hill St, New York City, NY 10001",April,NY
180044.0,USB-C Charging Cable,3.0,11.95,2019-04-23 13:02:00,"386 Lakeview St, Boston, MA 02215",April,MA
178389.0,USB-C Charging Cable,1.0,11.95,2019-04-18 17:03:00,"403 Lakeview St, Seattle, WA 98101",April,WA
180449.0,ThinkPad Laptop,1.0,999.99,2019-04-05 12:00:00,"431 Willow St, San Francisco, CA 94016",April,CA
177318.0,iPhone,1.0,700.0,2019-04-10 20:44:00,"484 10th St, New York City, NY 10001",April,NY
192701.0,Apple Airpods Headphones,1.0,150.0,2019-04-15 14:21:00,"899 Jefferson St, New York City, NY 10001",April,NY
186137.0,Google Phone,1.0,600.0,2019-04-13 09:40:00,"685 Pine St, San Francisco, CA 94016",April,CA
181455.0,Apple Airpods Headphones,1.0,150.0,2019-04-04 06:21:00,"213 Cherry St, New York City, NY 10001",April,NY
186046.0,Apple Airpods Headphones,1.0,150.0,2019-04-03 08:20:00,"948 South St, Los Angeles, CA 90001",April,CA
178598.0,Lightning Charging Cable,1.0,14.95,2019-04-14 19:16:00,"518 North St, San Francisco, CA 94016",April,CA
191770.0,Wired Headphones,1.0,11.99,2019-04-21 17:28:00,"309 13th St, San Francisco, CA 94016",April,CA
183541.0,AA Batteries (4-pack),1.0,3.84,2019-04-16 12:37:00,"541 Lincoln St, Seattle, WA 98101",April,WA
183752.0,AA Batteries (4-pack),1.0,3.84,2019-04-02 18:58:00,"324 Adams St, San Francisco, CA 94016",April,CA
182395.0,Wired Headphones,1.0,11.99,2019-04-30 18:55:00,"90 River St, Seattle, WA 98101",April,WA
192007.0,USB-C Charging Cable,1.0,11.95,2019-04-25 10:12:00,"696 4th St, Portland, OR 97035",April,OR
179727.0,AAA Batteries (4-pack),1.0,2.99,2019-04-29 11:24:00,"22 Adams St, Dallas, TX 75001",April,TX
186175.0,27in FHD Monitor,1.0,149.99,2019-04-17 11:56:00,"997 14th St, San Francisco, CA 94016",April,CA
193390.0,AAA Batteries (4-pack),2.0,2.99,2019-04-12 13:43:00,"722 Lake St, New York City, NY 10001",April,NY
193820.0,Wired Headphones,1.0,11.99,2019-04-03 05:45:00,"676 14th St, Los Angeles, CA 90001",April,CA
186751.0,AA Batteries (4-pack),1.0,3.84,2019-04-24 09:01:00,"315 Wilson St, Boston, MA 02215",April,MA
181014.0,Lightning Charging Cable,1.0,14.95,2019-04-03 16:46:00,"685 7th St, Los Angeles, CA 90001",April,CA
176834.0,Lightning Charging Cable,1.0,14.95,2019-04-15 20:42:00,"193 Forest St, San Francisco, CA 94016",April,CA
192029.0,iPhone,1.0,700.0,2019-04-04 00:05:00,"671 Church St, New York City, NY 10001",April,NY
192525.0,AA Batteries (4-pack),1.0,3.84,2019-04-15 10:19:00,"995 9th St, San Francisco, CA 94016",April,CA
191645.0,Lightning Charging Cable,1.0,14.95,2019-04-09 07:12:00,"690 1st St, Seattle, WA 98101",April,WA
185446.0,AAA Batteries (4-pack),2.0,2.99,2019-04-02 16:27:00,"827 Hill St, Portland, OR 97035",April,OR
189897.0,Lightning Charging Cable,1.0,14.95,2019-04-07 18:40:00,"232 Johnson St, San Francisco, CA 94016",April,CA
185687.0,27in 4K Gaming Monitor,1.0,389.99,2019-04-17 14:55:00,"493 Lincoln St, New York City, NY 10001",April,NY
192601.0,AAA Batteries (4-pack),2.0,2.99,2019-04-24 02:07:00,"894 14th St, San Francisco, CA 94016",April,CA
177592.0,Lightning Charging Cable,2.0,14.95,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",April,CA
179285.0,34in Ultrawide Monitor,1.0,379.99,2019-04-03 09:18:00,"773 6th St, Portland, ME 04101",April,ME
179252.0,AA Batteries (4-pack),1.0,3.84,2019-04-25 05:12:00,"161 8th St, Los Angeles, CA 90001",April,CA
188023.0,AA Batteries (4-pack),1.0,3.84,2019-04-17 14:35:00,"443 Ridge St, Seattle, WA 98101",April,WA
182996.0,27in FHD Monitor,1.0,149.99,2019-04-14 13:26:00,"705 Pine St, Los Angeles, CA 90001",April,CA
192943.0,AAA Batteries (4-pack),1.0,2.99,2019-04-29 13:48:00,"641 Lake St, San Francisco, CA 94016",April,CA
177892.0,Lightning Charging Cable,1.0,14.95,2019-04-04 05:16:00,"369 Hill St, Boston, MA 02215",April,MA
186961.0,Apple Airpods Headphones,1.0,150.0,2019-04-21 12:03:00,"941 5th St, Los Angeles, CA 90001",April,CA
178915.0,AA Batteries (4-pack),1.0,3.84,2019-04-25 15:46:00,"654 12th St, San Francisco, CA 94016",April,CA
187815.0,Lightning Charging Cable,1.0,14.95,2019-04-13 02:41:00,"244 Chestnut St, New York City, NY 10001",April,NY
191745.0,Wired Headphones,1.0,11.99,2019-04-04 14:11:00,"188 Lake St, Boston, MA 02215",April,MA
193894.0,34in Ultrawide Monitor,1.0,379.99,2019-04-29 16:18:00,"324 10th St, San Francisco, CA 94016",April,CA
191709.0,Lightning Charging Cable,1.0,14.95,2019-04-02 22:04:00,"516 4th St, Los Angeles, CA 90001",April,CA
191646.0,AA Batteries (4-pack),1.0,3.84,2019-04-28 14:17:00,"195 Church St, Los Angeles, CA 90001",April,CA
192134.0,AA Batteries (4-pack),1.0,3.84,2019-04-16 11:00:00,"9 5th St, Seattle, WA 98101",April,WA
182235.0,AA Batteries (4-pack),3.0,3.84,2019-04-13 09:12:00,"737 8th St, Portland, OR 97035",April,OR
184052.0,Lightning Charging Cable,1.0,14.95,2019-04-26 14:02:00,"755 Church St, San Francisco, CA 94016",April,CA
187136.0,Google Phone,1.0,600.0,2019-04-27 00:29:00,"171 Sunset St, San Francisco, CA 94016",April,CA
178428.0,Apple Airpods Headphones,1.0,150.0,2019-04-21 06:48:00,"102 Ridge St, Portland, OR 97035",April,OR
187531.0,Lightning Charging Cable,1.0,14.95,2019-04-27 23:41:00,"747 Elm St, San Francisco, CA 94016",April,CA
189039.0,Wired Headphones,1.0,11.99,2019-04-25 23:05:00,"293 Walnut St, San Francisco, CA 94016",April,CA
191308.0,Google Phone,1.0,600.0,2019-04-28 13:04:00,"606 Hickory St, Boston, MA 02215",April,MA
186042.0,Bose SoundSport Headphones,1.0,99.99,2019-04-12 12:26:00,"256 Washington St, Austin, TX 73301",April,TX
184544.0,USB-C Charging Cable,1.0,11.95,2019-04-25 19:27:00,"626 South St, Los Angeles, CA 90001",April,CA
186655.0,34in Ultrawide Monitor,1.0,379.99,2019-04-20 09:34:00,"465 10th St, Atlanta, GA 30301",April,GA
188923.0,AAA Batteries (4-pack),2.0,2.99,2019-04-27 19:11:00,"328 14th St, Seattle, WA 98101",April,WA
185521.0,Apple Airpods Headphones,1.0,150.0,2019-04-27 03:08:00,"438 Highland St, San Francisco, CA 94016",April,CA
